edition,athlete,noc,gender,event,medal,season
1928,"HEDGES, Frederick Charles",CAN,Men,eight with coxswain (8+),Bronze,Summer
1928,"MEECH, Athol Charles",CAN,Men,eight with coxswain (8+),Bronze,Summer
1928,"MURDOCH, Jack L.",CAN,Men,eight with coxswain (8+),Bronze,Summer
1928,"NORRIS, Charles Edgar",CAN,Men,eight with coxswain (8+),Bronze,Summer
1928,"RICHARDSON, Herbert Trenchard",CAN,Men,eight with coxswain (8+),Bronze,Summer
1928,"ROSS, William M.",CAN,Men,eight with coxswain (8+),Bronze,Summer
1928,"ANTHONY, Georges",BEL,Men,pair-oared shell with coxswain (2+),Bronze,Summer
1928,"DE CONINCK, Franois",BEL,Men,pair-oared shell with coxswain (2+),Bronze,Summer
1928,"FLAMENT, Lon",BEL,Men,pair-oared shell with coxswain (2+),Bronze,Summer
1928,"FLESSL, Viktor",AUT,Men,double sculls (2x),Bronze,Summer
1928,"LOSERT, Leo",AUT,Men,double sculls (2x),Bronze,Summer
1928,"PEARCE, Henry Robert",AUS,Men,single sculls (1x),Gold,Summer
1928,"THORELL, Sven",SWE,Men,12 foot dinghy individual,Gold,Summer
1928,"HAMMAR, Clarence",SWE,Men,8m,Bronze,Summer
1928,"HOLM, Tore",SWE,Men,8m,Bronze,Summer
1928,"SANDBLOM, C.G.",SWE,Men,8m,Bronze,Summer
1928,"SANDBLOM, J.N.",SWE,Men,8m,Bronze,Summer
1928,"SANDBLOM, J.P.",SWE,Men,8m,Bronze,Summer
1928,"TOERSLEFF, O.W.F.",SWE,Men,8m,Bronze,Summer
1928,"ANKER, E.",NOR,Men,6m,Gold,Summer
1928,"ANKER, Johan August",NOR,Men,6m,Gold,Summer
1928,"BRYHN, H.P.",NOR,Men,6m,Gold,Summer
1928,"CROWN PRINCE OLAV, H.R.H.",NOR,Men,6m,Gold,Summer
1928,"ROBERT, Henrik",NOR,Men,12 foot dinghy individual,Silver,Summer
1928,"DE VRIES LENTSCH JR., Willem",NED,Men,8m,Silver,Summer
1928,"DE WIT, M.",NED,Men,8m,Silver,Summer
1928,"DOEDES, L.",NED,Men,8m,Silver,Summer
1928,"KERSKEN, H.",NED,Men,8m,Silver,Summer
1928,"VAN HOOLWERFF, J.C.",NED,Men,8m,Silver,Summer
1928,"VAN STAVEREN, C.",NED,Men,8m,Silver,Summer
1928,"HERIOT, Virginie",FRA,Women,8m,Gold,Summer
1928,"BROMAN, B.",FIN,Men,12 foot dinghy individual,Bronze,Summer
1928,"FAEHLMANN, A.",EST,Men,6m,Bronze,Summer
1928,"FAEHLMANN, G.",EST,Men,6m,Bronze,Summer
1928,"VOGDT, E.",EST,Men,6m,Bronze,Summer
1928,"VON WIREN, W.",EST,Men,6m,Bronze,Summer
1928,"WEKSCHIN, N.",EST,Men,6m,Bronze,Summer
1928,HOY-PETERSEN,DEN,Men,6m,Silver,Summer
1928,"LINCK, S.",DEN,Men,6m,Silver,Summer
1928,"MOELLER, Edmund Otto Jr.",DEN,Men,6m,Silver,Summer
1928,"SCHLTTER, P.",DEN,Men,6m,Silver,Summer
1928,"VETT, Vilhelm",DEN,Men,6m,Silver,Summer
1928,,NOR,Men,1500m,Silver,Winter
1928,,NOR,Men,1500m,Bronze,Winter
1928,,FIN,Men,1500m,Gold,Winter
1928,,NOR,Men,5000m,Gold,Winter
1928,,NOR,Men,5000m,Bronze,Winter
1928,,FIN,Men,5000m,Silver,Winter
1928,,USA,Men,500m,Bronze,Winter
1928,,NOR,Men,500m,Gold,Winter
1928,,NOR,Men,500m,Bronze,Winter
1928,,FIN,Men,500m,Gold,Winter
1928,,FIN,Men,500m,Bronze,Winter
1928,,USA,Women,individual,Bronze,Winter
1928,,SWE,Men,individual,Gold,Winter
1928,,NOR,Women,individual,Gold,Winter
1928,,BEL,Men,individual,Bronze,Winter
1928,,AUT,Men,individual,Silver,Winter
1928,,AUT,Women,individual,Silver,Winter
1928,,FRA,Men,pairs,Gold,Winter
1928,,AUT,Men,pairs,Silver,Winter
1928,,AUT,Men,pairs,Bronze,Winter
1928,,NOR,Men,18km,Gold,Winter
1928,,NOR,Men,18km,Silver,Winter
1928,,NOR,Men,18km,Bronze,Winter
1928,,SWE,Men,50km,Gold,Winter
1928,,SWE,Men,50km,Silver,Winter
1928,,NOR,Men,individual,Gold,Winter
1928,,NOR,Men,individual,Silver,Winter
1928,,NOR,Men,individual,Bronze,Winter
1928,,TCH,Men,K90 individual (70m),Bronze,Winter
1928,,NOR,Men,K90 individual (70m),Gold,Winter
1928,,NOR,Men,K90 individual (70m),Silver,Winter
1928,"SKOBLA, Jaroslav",TCH,Men,"+ 82.5kg, total (heavyweight)",Bronze,Summer
1928,"SCHEFFER, August",NED,Men,"67.5 - 75kg, total (middleweight)",Bronze,Summer
1928,"VERHEYEN, Johannes",NED,Men,"75 - 82.5kg, total (light-heavyweight)",Bronze,Summer
1928,"GABETTI, Pierino",ITA,Men,"- 60kg, total (featherweight)",Silver,Summer
1928,"GALIMBERTI, Carlo",ITA,Men,"67.5 - 75kg, total (middleweight)",Silver,Summer
1928,"STRASSBERGER, Josef",GER,Men,"+ 82.5kg, total (heavyweight)",Gold,Summer
1928,"HELBIG, Kurt",GER,Men,"60 - 67.5kg, total (lightweight)",Gold,Summer
1928,"WLPERT, Hans",GER,Men,"- 60kg, total (featherweight)",Bronze,Summer
1928,"FRANOIS, Roger",FRA,Men,"67.5 - 75kg, total (middleweight)",Gold,Summer
1928,"HOSTIN, Louis",FRA,Men,"75 - 82.5kg, total (light-heavyweight)",Silver,Summer
1928,"ARNOUT, Fernand",FRA,Men,"60 - 67.5kg, total (lightweight)",Bronze,Summer
1928,"LUHAR, Arnold",EST,Men,"+ 82.5kg, total (heavyweight)",Silver,Summer
1928,"NOSSEIR, El Sayed Mohamed",EGY,Men,"75 - 82.5kg, total (light-heavyweight)",Gold,Summer
1928,"ANDRYSEK, Franz Joseph",AUT,Men,"- 60kg, total (featherweight)",Gold,Summer
1928,"HAAS, Hans",AUT,Men,"60 - 67.5kg, total (lightweight)",Gold,Summer
1928,"APPLETON, Lloyd Otto",USA,Men,66 - 72kg (welterweight),Silver,Summer
1928,"BGLI, A.",SUI,Men,79 - 87kg (light-heavyweight),Silver,Summer
1928,"DAME, Edmond",FRA,Men,+ 87kg (heavyweight),Bronze,Summer
1928,"HAAVISTO, Arvo",FIN,Men,66 - 72kg (welterweight),Gold,Summer
1928,"KAPP, Osvald",EST,Men,61 - 66kg (lightweight),Gold,Summer
1928,"KYBURZ, E.",SUI,Men,72 - 79kg (middleweight),Gold,Summer
1928,"LEFEBVRE, H.",FRA,Men,79 - 87kg (light-heavyweight),Bronze,Summer
1928,"LEINO, Eino Aukusti",FIN,Men,61 - 66kg (lightweight),Bronze,Summer
1928,"LETCHFORD, Maurice E.",CAN,Men,66 - 72kg (welterweight),Bronze,Summer
1928,"MKINEN, Kaarlo E.",FIN,Men,- 56kg (bantamweight),Gold,Summer
1928,"MINDER, Hans",SUI,Men,56 - 61kg (featherweight),Bronze,Summer
1928,"MORRISON, Allie Roy",USA,Men,56 - 61kg (featherweight),Gold,Summer
1928,"PACME, Charles",FRA,Men,61 - 66kg (lightweight),Silver,Summer
1928,"PIHLAJAMKI, Kustaa",FIN,Men,56 - 61kg (featherweight),Silver,Summer
1928,"RABIN, S.",GBR,Men,72 - 79kg (middleweight),Bronze,Summer
1928,"RICKTTOFF, Johan",SWE,Men,+ 87kg (heavyweight),Gold,Summer
1928,"SIHVOLA, A.",FIN,Men,+ 87kg (heavyweight),Silver,Summer
1928,"SJSTEDT, Thure",SWE,Men,79 - 87kg (light-heavyweight),Gold,Summer
1928,"SPAPEN, Edmond",BEL,Men,- 56kg (bantamweight),Silver,Summer
1928,"STOCKTON, Donald Parker",CAN,Men,72 - 79kg (middleweight),Silver,Summer
1928,"TRIFUNOV, James",CAN,Men,- 56kg (bantamweight),Bronze,Summer
1928,"GEHRING, Georg",GER,Men,+ 82.5kg (super heavyweight),Bronze,Summer
1928,"GOZZI, Giovanni",ITA,Men,- 58kg (bantamweight),Bronze,Summer
1928,"KERESZTES, Lajos",HUN,Men,60 - 67.5kg (lightweight),Gold,Summer
1928,"KOKKINEN, V_in Anselmi",FIN,Men,67.5 - 75kg (middleweight),Gold,Summer
1928,"KUSNETS, Albert",EST,Men,67.5 - 75kg (middleweight),Bronze,Summer
1928,"LEUCHT, K.",GER,Men,- 58kg (bantamweight),Gold,Summer
1928,"MALMBERG, Eric",SWE,Men,58 - 60kg (featherweight),Silver,Summer
1928,"MAUDR, Jindrich",TCH,Men,- 58kg (bantamweight),Silver,Summer
1928,"MOUSTAPHA, Ibrahim",EGY,Men,75 - 82.5kg (light-heavyweight),Gold,Summer
1928,"NYSTRM, Hjalmar Eemil",FIN,Men,+ 82.5kg (super heavyweight),Silver,Summer
1928,"PAPP, L.",HUN,Men,67.5 - 75kg (middleweight),Silver,Summer
1928,"PELLINEN, Onni",FIN,Men,75 - 82.5kg (light-heavyweight),Bronze,Summer
1928,"QUAGLIA, Gerolamo",ITA,Men,58 - 60kg (featherweight),Bronze,Summer
1928,"RIEGER, A.",GER,Men,75 - 82.5kg (light-heavyweight),Silver,Summer
1928,"SPERLING, Eduard",GER,Men,60 - 67.5kg (lightweight),Silver,Summer
1928,"SVENSSON, Rudolf",SWE,Men,+ 82.5kg (super heavyweight),Gold,Summer
1928,"VESTERLUND, E.V.",FIN,Men,60 - 67.5kg (lightweight),Bronze,Summer
1928,"WALI, W.",EST,Men,58 - 60kg (featherweight),Gold,Summer
1928,,USA,Men,five-man,Gold,Winter
1928,,USA,Men,five-man,Silver,Winter
1928,,GER,Men,five-man,Bronze,Winter
1928,,SWE,Men,ice hockey,Silver,Winter
1928,,SUI,Men,ice hockey,Bronze,Winter
1928,,CAN,Men,ice hockey,Gold,Winter
1928,,FRA,Women,pairs,Gold,Winter
1928,,AUT,Women,pairs,Silver,Winter
1928,,AUT,Women,pairs,Bronze,Winter
1928,,USA,Men,five-man,Gold,Winter
1928,,USA,Men,five-man,Silver,Winter
1928,,GER,Men,five-man,Bronze,Winter
1928,,SWE,Men,ice hockey,Silver,Winter
1928,,SUI,Men,ice hockey,Bronze,Winter
1928,,CAN,Men,ice hockey,Gold,Winter
1928,,USA,Men,five-man,Gold,Winter
1928,,USA,Men,five-man,Silver,Winter
1928,,GER,Men,five-man,Bronze,Winter
1928,,SWE,Men,ice hockey,Silver,Winter
1928,,SUI,Men,ice hockey,Bronze,Winter
1928,,CAN,Men,ice hockey,Gold,Winter
1928,,USA,Men,five-man,Gold,Winter
1928,,USA,Men,five-man,Silver,Winter
1928,,GER,Men,five-man,Bronze,Winter
1928,,SWE,Men,ice hockey,Silver,Winter
1928,,SUI,Men,ice hockey,Bronze,Winter
1928,,CAN,Men,ice hockey,Gold,Winter
1928,,SWE,Men,ice hockey,Silver,Winter
1928,,SUI,Men,ice hockey,Bronze,Winter
1928,,CAN,Men,ice hockey,Gold,Winter
1928,,SWE,Men,ice hockey,Silver,Winter
1928,,SUI,Men,ice hockey,Bronze,Winter
1928,,CAN,Men,ice hockey,Gold,Winter
1928,,SWE,Men,ice hockey,Silver,Winter
1928,,SUI,Men,ice hockey,Bronze,Winter
1928,,CAN,Men,ice hockey,Gold,Winter
1932,"HOLM, Eleanor",USA,Women,100m backstroke,Gold,Summer
1932,"KIYOKAWA, Masaji",JPN,Men,100m backstroke,Gold,Summer
1932,"IRIYE, Toshio",JPN,Men,100m backstroke,Silver,Summer
1932,"KAWATSU, Kentaro",JPN,Men,100m backstroke,Bronze,Summer
1932,"DAVIES, Elizabeth Valerie",GBR,Women,100m backstroke,Bronze,Summer
1932,"MEALING, Philomenia Alecia",AUS,Women,100m backstroke,Silver,Summer
1932,"SCHWARTZ, Albert",USA,Men,100m freestyle,Bronze,Summer
1932,"MADISON, Helene",USA,Women,100m freestyle,Gold,Summer
1932,"SAVILLE, Eleanor",USA,Women,100m freestyle,Bronze,Summer
1932,"DEN OUDEN, Willemyntje (Willy)",NED,Women,100m freestyle,Silver,Summer
1932,"MIOYAZAKI, Yasuji",JPN,Men,100m freestyle,Gold,Summer
1932,"KAWAISHI, Tatsugo",JPN,Men,100m freestyle,Silver,Summer
1932,"SMITH, Harold Edwin",USA,Men,10m platform,Gold,Summer
1932,"GALITZEN, Michael Riley",USA,Men,10m platform,Silver,Summer
1932,"KURTZ, Frank Allen",USA,Men,10m platform,Bronze,Summer
1932,"POYNTON-HILL, Dorothy",USA,Women,10m platform,Gold,Summer
1932,"COLEMAN, Georgia V.",USA,Women,10m platform,Silver,Summer
1932,"ROPER, Marion Dale",USA,Women,10m platform,Bronze,Summer
1932,"CRISTY, James Crapo Jr.",USA,Men,1500m freestyle,Bronze,Summer
1932,"KITAMURA, Kusuo",JPN,Men,1500m freestyle,Gold,Summer
1932,"MAKINO, Shozo",JPN,Men,1500m freestyle,Silver,Summer
1932,"YLDEFONSO, Teofilo",PHI,Men,200m breaststroke,Bronze,Summer
1932,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,Gold,Summer
1932,"KOIKE, Reizo",JPN,Men,200m breaststroke,Silver,Summer
1932,"MAEHATA, Hideko",JPN,Women,200m breaststroke,Silver,Summer
1932,"JACOBSEN, Else Agnes Ella",DEN,Women,200m breaststroke,Bronze,Summer
1932,"DENNIS, Clare",AUS,Women,200m breaststroke,Gold,Summer
1932,"GALITZEN, Michael Riley",USA,Men,3m springboard,Gold,Summer
1932,"SMITH, Harold Edwin",USA,Men,3m springboard,Silver,Summer
1932,"DEGENER, Richard Kempster",USA,Men,3m springboard,Bronze,Summer
1932,"COLEMAN, Georgia V.",USA,Women,3m springboard,Gold,Summer
1932,"RAWLS, Katherine Louise",USA,Women,3m springboard,Silver,Summer
1932,"FAUNTZ, Jane",USA,Women,3m springboard,Bronze,Summer
1932,"CRABBE, Clarence",USA,Men,400m freestyle,Gold,Summer
1932,"MADISON, Helene",USA,Women,400m freestyle,Gold,Summer
1932,"KIGHT-WINGARD, Lenore",USA,Women,400m freestyle,Silver,Summer
1932,"MAAKAL, Jenny",RSA,Women,400m freestyle,Bronze,Summer
1932,"OYOKOTA, Tsutomu",JPN,Men,400m freestyle,Bronze,Summer
1932,"TARIS, Jean",FRA,Men,400m freestyle,Silver,Summer
1932,"JOHNS, Helen Eileen",USA,Women,4x100m freestyle relay,Gold,Summer
1932,"MADISON, Helene",USA,Women,4x100m freestyle relay,Gold,Summer
1932,"MCKIM, Josephine E.",USA,Women,4x100m freestyle relay,Gold,Summer
1932,"SAVILLE, Eleanor",USA,Women,4x100m freestyle relay,Gold,Summer
1932,"DEN OUDEN, Willemyntje (Willy)",NED,Women,4x100m freestyle relay,Silver,Summer
1932,"LADDE, Cornelia",NED,Women,4x100m freestyle relay,Silver,Summer
1932,"OVERSLOOT, Maria Petronella",NED,Women,4x100m freestyle relay,Silver,Summer
1932,"VIERDAG, Maria",NED,Women,4x100m freestyle relay,Silver,Summer
1932,"COOPER, Margaret Joyce",GBR,Women,4x100m freestyle relay,Bronze,Summer
1932,"DAVIES, Elizabeth Valerie",GBR,Women,4x100m freestyle relay,Bronze,Summer
1932,"HUGHES, Edna Tildesley",GBR,Women,4x100m freestyle relay,Bronze,Summer
1932,"VARCOE, Helen Gradwell",GBR,Women,4x100m freestyle relay,Bronze,Summer
1932,"BOOTH, Francis Ewen",USA,Men,4x200m freestyle relay,Silver,Summer
1932,"FISSLER, George",USA,Men,4x200m freestyle relay,Silver,Summer
1932,"KALILI, Maiola",USA,Men,4x200m freestyle relay,Silver,Summer
1932,"KALILI, Manuella",USA,Men,4x200m freestyle relay,Silver,Summer
1932,"MIOYAZAKI, Yasuji",JPN,Men,4x200m freestyle relay,Gold,Summer
1932,"TOYODA, Hisakichi",JPN,Men,4x200m freestyle relay,Gold,Summer
1932,"YOKOYAMA, Takashi",JPN,Men,4x200m freestyle relay,Gold,Summer
1932,"YUSA, Masanori",JPN,Men,4x200m freestyle relay,Gold,Summer
1932,"BARANY, Istvan",HUN,Men,4x200m freestyle relay,Bronze,Summer
1932,"SZABADOS, Lszl_",HUN,Men,4x200m freestyle relay,Bronze,Summer
1932,"SZEKELY, Andras",HUN,Men,4x200m freestyle relay,Bronze,Summer
1932,"WANIE, Andras",HUN,Men,4x200m freestyle relay,Bronze,Summer
1932,"CLAPP, Austin Rhone",USA,Men,water polo,Bronze,Summer
1932,"DAUBENSPECK, Philip Burton",USA,Men,water polo,Bronze,Summer
1932,"FINN, Charles Thornton",USA,Men,water polo,Bronze,Summer
1932,"MCCALLISTER, Charles Harold",USA,Men,water polo,Bronze,Summer
1932,"O'CONNOR, James Wallace",USA,Men,water polo,Bronze,Summer
1932,"STRONG, F.Calvert",USA,Men,water polo,Bronze,Summer
1932,"WILDMAN, Herbert Henry",USA,Men,water polo,Bronze,Summer
1932,"BARTA, Istvn",HUN,Men,water polo,Gold,Summer
1932,"BRODY, Gyrgy",HUN,Men,water polo,Gold,Summer
1932,"HALASSY, Oliver",HUN,Men,water polo,Gold,Summer
1932,"HOMONNAI, Lajos",HUN,Men,water polo,Gold,Summer
1932,"IVDY, Sndor",HUN,Men,water polo,Gold,Summer
1932,"KESERU, Alajos",HUN,Men,water polo,Gold,Summer
1932,"KESERU, Ferenc",HUN,Men,water polo,Gold,Summer
1932,"NEMETH, Jnos",HUN,Men,water polo,Gold,Summer
1932,"SRKNY, Mikl_s",HUN,Men,water polo,Gold,Summer
1932,"VRTESI (VRABELY), J_zsef",HUN,Men,water polo,Gold,Summer
1932,"BENECKE, Emil",GER,Men,water polo,Silver,Summer
1932,"CORDES, Otto",GER,Men,water polo,Silver,Summer
1932,"ECKSTEIN, Hans",GER,Men,water polo,Silver,Summer
1932,"GUNST, Fritz",GER,Men,water polo,Silver,Summer
1932,"RADEMACHER, Erich",GER,Men,water polo,Silver,Summer
1932,"RADEMACHER, Joachim",GER,Men,water polo,Silver,Summer
1932,"SCHULZE, Hans",GER,Men,water polo,Silver,Summer
1932,"SCHWARTZ, Heiko",GER,Men,water polo,Silver,Summer
1932,"TOLAN, Eddie",USA,Men,100m,Gold,Summer
1932,"SALING, George J. Jr.",USA,Men,110m hurdles,Gold,Summer
1932,"TOLAN, Eddie",USA,Men,200m,Gold,Summer
1932,"CARR, William Arthur",USA,Men,400m,Gold,Summer
1932,"DYER, Hector Monroe",USA,Men,4x100m relay,Gold,Summer
1932,"KIESEL, Robert Allan",USA,Men,4x100m relay,Gold,Summer
1932,"TOPPINO, Martin Emmett",USA,Men,4x100m relay,Gold,Summer
1932,"WYKOFF, Frank Clifford",USA,Men,4x100m relay,Gold,Summer
1932,"ABLOWICH, Edgar Allen",USA,Men,4x400m relay,Gold,Summer
1932,"CARR, William Arthur",USA,Men,4x400m relay,Gold,Summer
1932,"FUQUA, Ivan William",USA,Men,4x400m relay,Gold,Summer
1932,"WARNER, Karl De Witt",USA,Men,4x400m relay,Gold,Summer
1932,"BAUSCH, James Aloysius Bernard",USA,Men,decathlon,Gold,Summer
1932,"ANDERSON, John Franklin",USA,Men,discus throw,Gold,Summer
1932,"GORDON, Edward Lansing",USA,Men,long jump,Gold,Summer
1932,"MILLER, William Waring",USA,Men,pole vault,Gold,Summer
1932,"SEXTON, Leo Joseph",USA,Men,shot put,Gold,Summer
1932,"METCALFE, Ralph",USA,Men,100m,Silver,Summer
1932,"BEARD, Percy",USA,Men,110m hurdles,Silver,Summer
1932,"SIMPSON, George Sidney",USA,Men,200m,Silver,Summer
1932,"EASTMAN, Benjamin Bangs",USA,Men,400m,Silver,Summer
1932,"HARDIN, Glenn Foster",USA,Men,400m hurdles,Silver,Summer
1932,"HILL, Ralph Anthony",USA,Men,5000m,Silver,Summer
1932,"LABORDE, Henri Jean",USA,Men,discus throw,Silver,Summer
1932,"VAN OSDEL, Robert",USA,Men,high jump,Silver,Summer
1932,"REDD, Charles Lambert",USA,Men,long jump,Silver,Summer
1932,"ROTHERT, Harlow Phelps",USA,Men,shot put,Silver,Summer
1932,"METCALFE, Ralph",USA,Men,200m,Bronze,Summer
1932,"MCCLUSKEY, Joseph Paul",USA,Men,3000m steeplechase,Bronze,Summer
1932,"TAYLOR, Frederick Morgan",USA,Men,400m hurdles,Bronze,Summer
1932,"ZAREMBA, Peter Timothy",USA,Men,hammer throw,Bronze,Summer
1932,"JEFFERSON, George G.",USA,Men,pole vault,Bronze,Summer
1932,"CAREW, Mary Louise",USA,Women,4x100m relay,Gold,Summer
1932,"FURTSCH, Evelyn",USA,Women,4x100m relay,Gold,Summer
1932,"ROGERS, Annette Joan",USA,Women,4x100m relay,Gold,Summer
1932,"VON BREMEN, Wilhelmina",USA,Women,4x100m relay,Gold,Summer
1932,"DIDRIKSON, Mildred",USA,Women,80m hurdles,Gold,Summer
1932,"COPELAND, Lillian",USA,Women,discus throw,Gold,Summer
1932,"SHILEY, Jean",USA,Women,high jump,Gold,Summer
1932,"DIDRIKSON, Mildred",USA,Women,javelin throw,Gold,Summer
1932,"HALL, Evelyne Ruth",USA,Women,80m hurdles,Silver,Summer
1932,"OSBURN, Ruth",USA,Women,discus throw,Silver,Summer
1932,"DIDRIKSON, Mildred",USA,Women,high jump,Silver,Summer
1932,"VON BREMEN, Wilhelmina",USA,Women,100m,Bronze,Summer
1932,"DOUDA, Frantisek",TCH,Men,shot put,Bronze,Summer
1932,"SVENSSON, Eric",SWE,Men,triple jump,Silver,Summer
1932,"CLARK, Marjorie R.",RSA,Women,80m hurdles,Bronze,Summer
1932,"KUSOCINSKI, Janusz",POL,Men,10000m,Gold,Summer
1932,"WALASIEWICZ, Stanislawa",POL,Women,100m,Gold,Summer
1932,"WAJSOURNA, Jadwiga",POL,Women,discus throw,Bronze,Summer
1932,"TORIBIO, Simeon Galvez",PHI,Men,high jump,Bronze,Summer
1932,"DALINS, Janis",LAT,Men,50km walk,Silver,Summer
1932,"NAMBU, Chuhei",JPN,Men,triple jump,Gold,Summer
1932,"NISHIDA, Shuhei",JPN,Men,pole vault,Silver,Summer
1932,"NAMBU, Chuhei",JPN,Men,long jump,Bronze,Summer
1932,"OSHIMA, Kenkichi",JPN,Men,triple jump,Bronze,Summer
1932,"BECCALI, Luigi",ITA,Men,1500m,Gold,Summer
1932,"CASTELLI, Giuseppe",ITA,Men,4x100m relay,Bronze,Summer
1932,"FACELLI, Luigi",ITA,Men,4x100m relay,Bronze,Summer
1932,"MAREGATTI, Ruggero",ITA,Men,4x100m relay,Bronze,Summer
1932,"TOETTI, Edgardo",ITA,Men,4x100m relay,Bronze,Summer
1932,"FRIGERIO, Ugo",ITA,Men,50km walk,Bronze,Summer
1932,"TISDALL, Robert Morton Newburgh",IRL,Men,400m hurdles,Gold,Summer
1932,"O'CALLAGHAN, Patrick",IRL,Men,hammer throw,Gold,Summer
1932,"BORCHMEYER, Erich",GER,Men,4x100m relay,Silver,Summer
1932,"HENDRIX, Fritz",GER,Men,4x100m relay,Silver,Summer
1932,"JONATH, Arthur",GER,Men,4x100m relay,Silver,Summer
1932,"KRNIG, Helmuth",GER,Men,4x100m relay,Silver,Summer
1932,"JONATH, Arthur",GER,Men,100m,Bronze,Summer
1932,"EBERLE, Wolrad",GER,Men,decathlon,Bronze,Summer
1932,"BRAUMLLER, Ellen",GER,Women,javelin throw,Silver,Summer
1932,"FLEISCHER, Mathilde (Tilly)",GER,Women,javelin throw,Bronze,Summer
1932,"GREEN, Thomas William",GBR,Men,50km walk,Gold,Summer
1932,"HAMPSON, Thomas",GBR,Men,800m,Gold,Summer
1932,"CORNES, John",GBR,Men,1500m,Silver,Summer
1932,"EVENSON, Thomas",GBR,Men,3000m steeplechase,Silver,Summer
1932,"BURGHLEY, David George",GBR,Men,4x400m relay,Silver,Summer
1932,"HAMPSON, Thomas",GBR,Men,4x400m relay,Silver,Summer
1932,"RAMPLING, Godfrey Lionel",GBR,Men,4x400m relay,Silver,Summer
1932,"STONELEY, Crew Hallett",GBR,Men,4x400m relay,Silver,Summer
1932,"FERRIS, Samuel",GBR,Men,marathon,Silver,Summer
1932,"FINLAY, Donald",GBR,Men,110m hurdles,Bronze,Summer
1932,"HALSTEAD, Nellie",GBR,Women,4x100m relay,Bronze,Summer
1932,"HISCOCK, Eileen May",GBR,Women,4x100m relay,Bronze,Summer
1932,"PORTER, Gwendoline Alice",GBR,Women,4x100m relay,Bronze,Summer
1932,"WEBB, Violet B.",GBR,Women,4x100m relay,Bronze,Summer
1932,"WINTER, Paul",FRA,Men,discus throw,Bronze,Summer
1932,"ISO-HOLLO, Volmari",FIN,Men,3000m steeplechase,Gold,Summer
1932,"LEHTINEN, Lauri Aleksanteri",FIN,Men,5000m,Gold,Summer
1932,"JARVINEN, Matti Henrik",FIN,Men,javelin throw,Gold,Summer
1932,"ISO-HOLLO, Volmari",FIN,Men,10000m,Silver,Summer
1932,"JRVINEN, Akiles Eero Johannes",FIN,Men,decathlon,Silver,Summer
1932,"PRHL, Frans Wilhelmi",FIN,Men,hammer throw,Silver,Summer
1932,"SIPPALA, Matti Kalervo",FIN,Men,javelin throw,Silver,Summer
1932,"VIRTANEN, Lauri",FIN,Men,10000m,Bronze,Summer
1932,"VIRTANEN, Lauri",FIN,Men,5000m,Bronze,Summer
1932,"PENTTILA, Eino",FIN,Men,javelin throw,Bronze,Summer
1932,"TOIVONEN, Armas Adam",FIN,Men,marathon,Bronze,Summer
1932,"MCNAUGHTON, Duncan",CAN,Men,high jump,Gold,Summer
1932,"WILSON, Alexander S.",CAN,Men,800m,Silver,Summer
1932,"EDWARDS, Philip",CAN,Men,1500m,Bronze,Summer
1932,"WILSON, Alexander S.",CAN,Men,400m,Bronze,Summer
1932,"BALL, James A.",CAN,Men,4x400m relay,Bronze,Summer
1932,"EDWARDS, Philip",CAN,Men,4x400m relay,Bronze,Summer
1932,"LEWIS, Raymond Gray",CAN,Men,4x400m relay,Bronze,Summer
1932,"WILSON, Alexander S.",CAN,Men,4x400m relay,Bronze,Summer
1932,"EDWARDS, Philip",CAN,Men,800m,Bronze,Summer
1932,"STRIKE-SISSON, Hilda",CAN,Women,100m,Silver,Summer
1932,"FRIZZELL, Mary",CAN,Women,4x100m relay,Silver,Summer
1932,"FRIZZELL, Mildred",CAN,Women,4x100m relay,Silver,Summer
1932,"ARGO, Edwin Yancey",USA,Men,team,Gold,Summer
1932,"PALMER-ALDERSON, Lillian",CAN,Women,4x100m relay,Silver,Summer
1932,"STRIKE-SISSON, Hilda",CAN,Women,4x100m relay,Silver,Summer
1932,"DAWES-SPINKS, Eva",CAN,Women,high jump,Bronze,Summer
1932,"ZABALA, Juan Carlos",ARG,Men,marathon,Gold,Summer
1932,,USA,Men,four-man,Gold,Winter
1998,,CAN,Men,two-man,Gold,Winter
1932,,USA,Men,four-man,Silver,Winter
1998,,CAN,Men,two-man,Gold,Winter
2006,,CAN,Men,two-man,Silver,Winter
1932,,GER,Men,four-man,Bronze,Winter
1932,"FLYNN, Edward L.",USA,Men,61.24 - 66.68kg (welterweight),Gold,Summer
1932,"BARTH, Carmen",USA,Men,66.68 - 72.57kg (middleweight),Gold,Summer
1932,"SALICA, Louis",USA,Men,- 50.8kg (flyweight),Bronze,Summer
1932,"FEARY, Frederick",USA,Men,+ 79.38kg (heavyweight),Bronze,Summer
1932,"BOR, Nathan",USA,Men,57.15 - 61.24kg (lightweight),Bronze,Summer
1932,"AHLQVIST, Thure",SWE,Men,57.15 - 61.24kg (lightweight),Silver,Summer
1932,"CARLSSON-EKEBACK, Allan",SWE,Men,54 - 57.15kg (featherweight),Bronze,Summer
1932,"STEVENS, Lawrence",RSA,Men,57.15 - 61.24kg (lightweight),Gold,Summer
1932,"CARSTENS, David Daniel",RSA,Men,72.57 - 79.38kg (light-heavyweight),Gold,Summer
