2007,Physician,3/8/07,Science,Dr. Sharon Moalem
2004,Journalist,11/16/04,Media,Tom Brokaw
2013,Film Director,12/4/13,Media,Jehane Noujaim
2003,Writer,10/22/03,Media,Walter Isaacson
2003,Comedian,7/17/03,Comedy,Martin Lawrence
2014,Professor,8/26/14,Academic,David L. Rose
2004,Film Actress,5/3/04,Acting,Janeane Garofalo
2011,Former Lieutenant Governor of Maryland,8/17/11,Politician,Michael Steele
2001,Actor,10/2/01,Acting,James Belushi
2012,Former Us Secretary Of Defense,6/12/12,Politician,Colin Powell
2010,Actor,9/15/10,Acting,Jon Hamm
2009,Comedian,2/24/09,Comedy,Ricky Gervais
2005,Actress,7/26/05,Acting,Diane Lane
2005,Former White House Press Secretary,3/3/05,Political Aide,Ari Fleischer
2006,Basketball Player,10/30/06,Athletics,LeBron James
2006,Author,6/27/06,Media,Helen Thomas
2001,Rock duo,9/27/01,Musician,Tenacious D
2001,Actor,4/25/01,Acting,Tom Green
2003,Journalist,7/29/03,Media,Brian Williams
2005,Actor,1/11/05,Acting,Samuel L. Jackson
2005,Scholar,6/13/05,Academic,Larry Diamond
2013,Author,12/9/13,Media,Husain Haqqani
2007,Author,10/30/07,Media,Valerie Plame Wilson
2005,Military Officer,10/27/05,Military,Janis Karpinski
2000,NA,7/19/00,NA,Fourth Anniversary Special
2000,Model,1/26/00,Media,Jenny McCarthy
2015,Actress,1/20/15,Acting,Jennifer Lopez
2015,Journalist,4/14/15,Media,Fareed Zakaria
2003,Former Us Representative,8/21/03,Politician,Dennis Kucinich
2002,Singer-Songwriter,4/24/02,Musician,Elvis Costello
2009,Entrepreneur,3/18/09,Business,Nandan Nilekani
1999,Actress,4/19/99,Acting,Sharon Lawrence
2015,Comedian,3/10/15,Comedy,Abbi Jacobson
2005,Actress,12/15/05,Acting,Sarah Jessica Parker
2012,Author,4/30/12,Media,Zach Wahls
2005,Author,6/27/05,Media,Hanna Rosin
2000,Actor,11/16/00,Acting,Rhys Ifans
2013,Journalist,3/28/13,Media,Denise Kiernan
2014,Attorney,3/13/14,Misc,Anita Hill
2002,Actor,1/15/02,Acting,Ian McKellen
2014,US president,9/18/14,Politician,Bill Clinton
2009,Author,1/12/09,Media,Maxwell Kennedy
2010,Surgeon,2/3/10,Science,Atul Gawande
2005,Former White House Press Secretary,6/22/05,Political Aide,Bill Moyers
2009,Professor,6/24/09,Academic,Reza Aslan
2001,Actress,4/3/01,Acting,Amy Sedaris
2015,Actress,6/29/15,Acting,Taylor Schilling
1999,Actress,5/25/99,Acting,Suzanne Somers
2004,Actor,10/5/04,Acting,Billy Bob Thornton
2001,Actor,8/20/01,Acting,Cuba Gooding Jr.
2010,Busines Magnate,1/25/10,Business,Bill Gates
2009,Former U.S. Representative,5/19/09,Politician,Newt Gingrich
2015,United States Senator,1/13/15,Politician,Marco Rubio
2015,United States Senate member,5/26/15,Politician,Rand Paul
2005,Professor,6/15/05,Academic,Flynt Leverett
2005,Correspondent,3/15/05,Media,Tom Fenton
2010,Writer,10/6/10,Media,Philip Dray
2015,US president,6/17/15,Politician,Bill Clinton
2008,Actor,4/24/08,Acting,Colin Firth
2013,Journalist,5/6/13,Media,Christiane Amanpour
2005,Historian,1/6/05,Academic,Howard Zinn
2007,Actress,6/14/07,Acting,Angelina Jolie
2003,Actor,2/20/03,Acting,Luke Wilson
2010,Editor,1/12/10,Media,Paul Ingrassia
2007,Writer,5/7/07,Media,Lee Gutkind
2008,Comedian,10/28/08,Comedy,Steve Martin
2014,Actress,6/26/14,Acting,Melissa McCarthy
2008,Former Governor Of Vermont,5/1/08,Politician,Howard Dean
1999,Actor,6/14/99,Acting,Mike Myers
2003,Journalist,5/29/03,Media,David Halberstam
2014,Professor,5/12/14,Academic,Martin Blaser
2006,Diplomat,1/17/06,Government,L. Paul Bremer
2002,Actor,5/2/02,Acting,Willem Dafoe
2007,Writer,4/10/07,Media,Walter Isaacson
2004,Governor of Virginia,6/28/04,Politician,Terry McAuliffe
2007,Film-maker,5/2/07,Media,Pierre Rehov
2014,Futurist,2/25/14,Academic,Michio Kaku
1999,Singer-songwriter,10/28/99,Musician,Melanie C
2015,Talk show host,4/8/15,Media,Tavis Smiley
2015,Actor,2/11/15,Acting,Colin Firth
2005,Actress,7/28/05,Acting,Maggie Gyllenhaal
2014,Actor,11/12/14,Acting,Steve Carell
2015,Singer-Songwriter,5/11/15,Musician,John Legend
2012,President,10/18/12,Politician,President Barack Obama
2014,Journalist,7/29/14,Media,Sara Firth
2001,Stand-Up Comedian,6/7/01,Comedy,Bernie Mac
2002,Actor,6/18/02,Acting,Christian Slater
2004,Documentary Filmmaker,6/9/04,Media,Morgan Spurlock
2003,Television Producer,7/28/03,Media,Paul Teutul Sr. Paul Teutul Jr.
2001,Actor,3/5/01,Acting,Martin Short
2001,Actor,6/20/01,Acting,Alec Baldwin
2011,Journalist,2/22/11,Media,Anderson Cooper
2010,Actress,1/7/10,Acting,Maggie Gyllenhaal
2005,Writer,2/14/05,Media,Redmond O'Hanlon
1999,Actor,12/9/99,Acting,Rob Schneider
2000,Commentator,12/12/00,Media,Greta Van Susteren
2010,Rock Band,8/12/10,Musician,Arcade Fire
2008,0,8/29/08,NA,(no guest)
2007,US senator,3/26/07,Politician,Sen. John Kerry
2010,Actress,8/19/10,Acting,Jennifer Aniston
2008,First Lady of the United States,10/8/08,Politician,Michelle Obama
1999,Actress,7/19/99,Acting,Christa Miller
2006,Author,6/5/06,Media,Caroline Kennedy
2010,Journalist,4/8/10,Media,David Remnick
2012,US secetary of education,2/16/12,Politician,Arne Duncan
2006,Author,3/21/06,Media,Georges Sada
2012,Political Advocate,3/12/12,Advocacy,Grover Norquist
2009,Former Governor of Pennsylvania,9/23/09,Politician,Tom Ridge
2002,Journalist,6/4/02,Media,Ashleigh Banfield
2007,Journalist,3/21/07,Media,Chris Hansen
2009,Canon,1/20/09,Clergy,Rt. Rev. V. Gene Robinson
2003,Actor,9/17/03,Acting,Charlie Sheen
2008,Actress,12/1/08,Acting,Anne Hathaway
1999,Muppet,7/13/99,Media,Miss Piggy
2000,Actor,3/1/00,Acting,Tobey Maguire
2014,Actor,4/8/14,Acting,Denis Leary
2010,Diplomat,4/14/10,Government,Richard Burt
2002,Actor,1/23/02,Acting,Harold Ramis
2005,US senator,1/20/05,Politician,Sen. Joe Lieberman
2004,Former Mayor Of New York,3/3/04,Politician,Rudolph Giuliani
2013,Journalist,6/20/13,Media,Tom Brokaw
2009,First Lady Of Egypt,4/7/09,Politician,Jehan Al Sadat
2014,Actor,2/18/14,Acting,Kevin Spacey
2006,Film critic,2/23/06,Media,Roger Ebert
2003,Actor,12/4/03,Acting,Alec Baldwin
2005,Former Governor Of Nebraska,2/28/05,Politician,Ben Nelson
2010,Writer,7/28/10,Media,Robert O'Connell
1999,Singer,6/7/99,Musician,Harry Connick Jr.
2002,Actor,4/18/02,Acting,Richard Dreyfuss
2000,Stand-up comedian,1/6/00,Comedy,Richard Belzer
2013,NA,6/6/13,NA,No Guest
2005,Actor,10/6/05,Acting,Philip Seymour Hoffman
2009,Journalist,2/26/09,Media,Brian Williams
2000,Actor,4/27/00,Acting,Stephen Baldwin
2006,NA,11/1/06,NA,None
2015,Journalist,5/12/15,Media,Tom Brokaw
2010,Author,8/18/10,Media,Edward P. Kohn
2006,Journalist,2/2/06,Media,"Robert O'Harrow, Jr."
2003,Actress,1/27/03,Acting,Rosie Perez
2001,Actress,5/31/01,Acting,Leah Remini
2005,Actor,9/7/05,Acting,Samuel L. Jackson
2015,Actor,2/2/15,Acting,Martin Short
2012,Journalist,3/27/12,Media,Maria Goodavage
2013,Actor,4/30/13,Acting,Robert Downey Jr.
2010,Author,4/20/10,Media,John M. O'Hara
2010,Presidnet,9/20/10,Politician,President Jimmy Carter
2010,Author,12/2/10,Media,Stacy Schiff
2002,Actress,10/8/02,Acting,Jill Hennessy
2014,Journalist,11/13/14,Media,Maziar Bahari & Gael Garcí_a Bernal
2012,Freelance writer,4/26/12,Media,Robert Draper
2012,Actor,10/2/12,Acting,Liam Neeson
2002,Actor,8/7/02,Acting,Vin Diesel
2007,Broadcaster,7/16/07,Media,Josh Rushing
2006,Historian,3/9/06,Academic,Bruce Bartlett
2015,Photojournalist,2/24/15,Media,Lynsey Addario
2003,Actor,1/30/03,Acting,Laurence Fishburne
2006,Actress,10/17/06,Acting,Amy Sedaris
2010,Comedian,2/22/10,Comedy,Ricky Gervais
2008,US president,4/21/08,Politician,Barack Obama
2010,Stunt Perfomrer,10/11/10,Acting,Johnny Knoxville
2015,Stand-Up Comedian,6/10/15,Comedy,Colin Quinn
2015,Actor,8/4/15,Acting,Denis Leary
2006,Journalist,5/8/06,Media,David Remnick
2005,Television Host,10/18/05,Media,Bill O'Reilly
1999,Comedian,4/29/99,Comedy,Joy Behar
2013,Diplomat,7/23/13,Government,Richard Haass
2004,Former Governor of New York,6/3/04,Politician,Mario Cuomo
2000,Actor,9/27/00,Acting,Sylvester Stallone
2007,Journalist,9/13/07,Media,Douglas Farah
2006,Journalist,4/18/06,Media,Ryan Nerz
2006,Actor,7/12/06,Acting,Shawn Wayans
2014,Writer,4/29/14,Media,William D. Cohan
2003,Stand-Up Comedian,3/6/03,Comedy,David Cross (show hosted by Stephen Colbert)
2005,Comedian,2/15/05,Comedy,Eric Idle
2007,Broadcaster,5/14/07,Media,Jeremy Paxman
2013,Attorney,6/27/13,Misc,Tom Goldstein
2011,Actor,2/2/11,Acting,Matthew Perry
2001,Television Actress,5/10/01,Acting,Patricia Richardson
2001,Journalist,10/23/01,Media,Don Dahler
2003,Former Us Senator,7/15/03,Politician,Gary Hart
2004,United States Senator,3/25/04,Politician,Al Franken
2004,Activist,9/28/04,Advocacy,Ralph Reed
2013,Basketball Coach,5/21/13,Athletics,Phil Jackson
2012,Product line,9/19/12,Misc,Pink
2007,Comedian,10/16/07,Comedy,Stephen Colbert
2005,Journalist,2/2/05,Media,Anderson Cooper
2001,Actress,2/28/01,Acting,Heather Locklear
2004,Historian,11/17/04,Academic,Thomas Frank
2001,Comedian,2/21/01,Comedy,Chris Rock
2000,Writer,7/25/00,Media,Joe Eszterhas
2013,Television Host,9/30/13,Media,Bill O'Reilly
2006,Actor,2/16/06,Acting,Ed Harris
2013,Film Director,12/16/13,Media,Haifaa al-Mansour
2003,Neurosurgeon,4/28/03,Science,Dr Sanjay Gupta
2004,Actor,8/11/04,Acting,Tom Cruise
2008,Actor,10/9/08,Acting,Robert De Niro
2004,Actor,3/17/04,Acting,Mekhi Phifer
1999,Actor,8/9/99,Acting,Dave Foley
2010,Professor,4/5/10,Academic,Reza Aslan
2006,Scholar,3/14/06,Academic,Bart Ehrman
2007,Comedian,1/8/07,Comedy,Louis C.K.
2012,Former U.S. senator,2/21/12,Politician,Russ Feingold
2006,Inspector General Of Homeland Security Department,5/3/06,Government,Clark Kent Ervin
2014,Actor,3/31/14,Acting,Peter Dinklage
2009,Journalist,6/17/09,Media,Peter Laufer
2012,Comedian,8/8/12,Comedy,Chris Rock
2001,Actor,1/29/01,Acting,David Boreanaz
2011,Former Governor Of Louisiana,9/6/11,Politician,Buddy Roemer
2012,Author,3/8/12,Media,Trita Parsi
2012,Statistician,10/17/12,Media,Nate Silver
2009,Sports Columnist,7/23/09,Media,Sally Jenkins
2005,Musician,6/20/05,Musician,Ringo Starr
2005,Author,7/12/05,Media,Matt Taibbi
2012,Basketball player,3/26/12,Athletics,Shaquille O'Neal
2003,Rapper,11/12/03,Musician,Wyclef Jean
2003,Actress,9/10/03,Acting,Kate Beckinsale
2012,Actress,12/11/12,Acting,Laura Linney
2001,Actor,10/25/01,Acting,Jeff Bridges
2008,Author,6/11/08,Media,Rick Shenkman
2004,Commentator,9/3/04,Media,Chris Matthews
2000,Reporter,3/29/00,Media,Sam Donaldson
2009,Musician,11/11/09,Musician,Clarence Clemons
2002,Actor,9/19/02,Acting,Djimon Hounsou
2013,Actor,3/25/13,Acting,Peter Dinklage
2001,US senator,7/26/01,Politician,John McCain
2009,Actor,7/22/09,Acting,Kevin Nealon
2013,Former Associate Justice of the Supreme Court of the United States,3/5/13,Government,Sandra Day O'Connor
2011,Author,9/15/11,Media,Caroline Kennedy
2005,Former United States Senator,5/2/05,Politician,Zell Miller
2002,Journalist,8/15/02,Media,Rich Eisen
2011,Actor,9/27/11,Acting,Seth Rogen
2015,Nyc Mayor,6/2/15,Politician,Bill de Blasio
2005,Author,11/29/05,Media,Peggy Noonan
1999,Rapper,8/24/99,Musician,LL Cool J
2011,Celbrity Chef,4/7/11,Misc,Jamie Oliver
2010,Novelist,7/8/10,Media,Marilynne Robinson
2010,Former U.S. Representative,2/9/10,Politician,Newt Gingrich
2002,Journalist,1/24/02,Media,Sebastian Junger
2013,Film Director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2006,Entrepreneur,11/16/06,Business,Muhammad Yunus
2002,Actor,1/22/02,Acting,Anthony LaPaglia
2000,Former Press Secretary,6/20/00,Political Aide,Joe Lockhart
2014,Television Host,10/15/14,Media,Bill O'Reilly
2005,Actor,8/15/05,Acting,Steve Carell
2003,Foreign Policy Expert,3/19/03,Academic,John Hulsman
2001,Political satirist,11/6/01,Media,P. J. O'Rourke
2007,Author,10/10/07,Media,Lynne Cheney
2014,White House Official,12/9/14,Political Aide,Kathryn Bigelow & Juan Zarate
2014,Journalist,6/17/14,Media,Daniel Schulman
2012,Legal Analyst,1/10/12,Misc,Andrew Napolitano
2009,Innovator,10/7/09,Academic,William Kamkwamba
2001,Actor,1/31/01,Acting,James van der Beek
2008,United States Senator,8/26/08,Politician,Tim Kaine
2012,Journalist,2/1/12,Media,Masha Gessen
2007,Actor,6/26/07,Acting,Bruce Willis
2014,Actor,6/5/14,Acting,Tom Cruise
1999,Television Actress,10/18/99,Acting,Rebecca Gayheart
2013,Professor,1/23/13,Academic,Missy Cummings
2003,Actress,8/19/03,Acting,Cynthia Nixon
2007,Astrophysicist,7/23/07,Science,Neil deGrasse Tyson
1999,Stand-Up Comedian,7/20/99,Comedy,David Brenner
2004,Actor,2/26/04,Acting,Samuel L. Jackson
2006,Actor,6/22/06,Acting,Adam Sandler
2003,Journalist,1/29/03,Media,Jeff Greenfield
2009,Scientist,3/2/09,Science,Harold Varmus
2001,Television Personality,6/6/01,Media,Al Roker
2006,Former United States Senator,4/20/06,Politician,Ted Kennedy
2000,Singer-Songwriter,3/27/00,Musician,John Lydon
2014,Actor,2/12/14,Acting,Joel Kinnaman
2000,Former U.S. Representative,8/2/00,Politician,Mary Bono
2008,Author,10/7/08,Media,Sarah Vowell
2014,Actress,2/4/14,Acting,Elizabeth Banks
2011,Actor,7/20/11,Acting,Steve Carell
2004,Columnist,6/21/04,Media,Stephen F. Hayes
2011,Actress,5/9/11,Acting,Keira Knightley
2005,Journalist,7/18/05,Media,Bob Woodward
2002,Actor,11/21/02,Acting,Kevin James
2013,Actress,2/19/13,Acting,Alison Brie
2012,Actor,7/26/12,Acting,"Zach the Erect"" Galifianakis & Will Ferrell"""
2014,Businessman,6/16/14,Business,Howard Schultz
2000,Actress,6/6/00,Acting,Kelli Williams
2003,NA,5/26/03,NA,Iraq - A Look Baq (or how we learned to stop reporting and love the war)
2014,Professional Wrestler,12/11/14,Athletics,Mick Foley
2001,Film actor,7/31/01,Acting,Peter Krause
2000,Publisher,4/24/00,Media,Hugh Hefner and Bentley twins
2012,Actress,1/19/12,Acting,Elizabeth Banks
2007,Filmmaker,6/27/07,Media,Michael Moore
2009,United States Ambassador to the United Nations,11/5/09,Government,Susan Rice
2012,Author,6/7/12,Media,Edward Conard
2003,Television Host,1/23/03,Media,Jimmy Kimmel
2002,Actress,7/29/02,Acting,Cynthia Nixon
2000,Actor,2/3/00,Acting,Jason Priestly
2008,Writer,1/22/08,Media,Jim Wallis
2008,Former Us Senator,3/19/08,Politician,Arlen Specter
2013,Comedian,7/22/13,Comedy,Louis C.K.
2004,Former Us Senator,11/15/04,Politician,Kay Bailey Hutchison
2005,US senator,11/7/05,Politician,Sen. Barack Obama
2011,Actress,6/21/11,Acting,Cameron Diaz
2001,Actress,10/16/01,Acting,Lorraine Bracco
2010,Actor,7/29/10,Acting,Liev Schreiber
2013,Author,7/18/13,Media,Sarah Vowell
2001,Actor,8/1/01,Acting,Jackie Chan
2015,Television Host,2/25/15,Media,Conan O'Brien
2001,Comedian,3/27/01,Comedy,Richard Lewis
1999,Actress,2/10/99,Acting,"Pamela Anderson, Natalie Raitano, Molly Culver"
2007,Actress,4/11/07,Acting,Halle Berry
2014,Actress,5/22/14,Acting,Drew Barrymore
1999,Writer,3/17/99,Media,"Frank DeCaro's Oscar Special, John Larroquette"
2004,Filmmaker,6/24/04,Media,Michael Moore
2002,Actor,12/2/02,Acting,Andy Richter
2006,Academic,8/1/06,Academic,Vali Nasr
2004,Comedian,4/5/04,Comedy,Jerry Seinfeld
2003,Actress,4/2/03,Acting,Kelly Preston
2002,Actor,10/17/02,Acting,Greg Kinnear
2004,Actress,12/9/04,Acting,Kate Bosworth
2012,Television Series Creator,6/26/12,Media,Seth MacFarlane
2007,Writer,4/12/07,Media,Richard Preston
2013,Actress,1/29/13,Acting,Melissa McCarthy
2008,Comedian,12/10/08,Comedy,Don Rickles
2015,Activist,4/6/15,Advocacy,Gene Baur
2007,US senator,8/16/07,Politician,Sen. John McCain
2012,Actor,4/25/12,Acting,Jason Segel
2006,Former Us Senator,12/5/06,Politician,John Danforth
2013,Ethologist,9/24/13,Academic,Richard Dawkins
2009,Former United States Senator,11/9/09,Politician,Kit Bond
1999,US senator,12/7/99,Politician,"Senator Bob Dole, part 1"
2005,Journalist,1/17/05,Media,Brian Ross
2002,Comedian,7/31/02,Comedy,Martin Lawrence
2000,Singer,10/25/00,Musician,Posh Spice & Baby Spice
2001,Actor,4/5/01,Acting,Steven Weber
2008,Journalist,5/6/08,Media,Fareed Zakaria
2002,Stand-Up Comedian,12/4/02,Comedy,Colin Quinn
2001,Actor,6/13/01,Acting,David Duchovny
2007,Former White House Press Secretary,1/24/07,Political Aide,Scott McClellan
2012,Actor,6/27/12,Acting,Andrew Garfield
2012,Basketball Player,9/27/12,Athletics,Amar'e Stoudemire
2002,Filmmaker,2/21/02,Media,Michael Moore
2001,Actor,2/27/01,Acting,Joe Pantoliano
2004,NA,7/30/04,NA,None
2010,Author,4/6/10,Media,Captain Richard Phillips
2012,Actress,8/2/12,Acting,Jessica Biel
2013,Musician,1/14/13,Musician,Roger Waters
2005,Actress,4/7/05,Acting,Drew Barrymore
2002,Actor,4/3/02,Acting,Jon Favreau
2010,Actor,4/15/10,Acting,Tracy Morgan
2008,Editor,10/1/08,Media,Gideon Rose
2012,Former United States Secretary of Labor,4/18/12,Politician,Robert Reich
2002,Journalist,1/28/02,Media,Ron Insana
2010,Author,6/8/10,Media,Christopher Hitchens
2008,Actor,12/11/08,Acting,Philip Seymour Hoffman
2014,Actor,9/16/14,Acting,Bill Hader
2011,Singer-Songwriter,11/3/11,Musician,Brad Paisley
2009,Actor,8/5/09,Acting,Paul Giamatti
2002,Journalist,4/1/02,Media,Paula Zahn
2006,Actress,3/15/06,Acting,Natalie Portman
2001,Actor,7/11/01,Acting,James Woods
2008,Former Speaker Of The The House,7/28/08,Politician,Rep. Nancy Pelosi
1999,Actor,8/3/99,Acting,Garry Marshall
1999,Musician,11/3/99,Musician,Dave Grohl
2006,Actor,8/17/06,Acting,Matt Dillon
2001,Singer,5/7/01,Musician,Chris Robinson
2002,Actor,7/15/02,Acting,John Ritter
2013,Academic,4/25/13,Academic,Vali Nasr
2013,Film Director,6/26/13,Media,Josh Fox
2000,Guitarist,6/28/00,Musician,Richie Sambora
2007,Activist,2/7/07,Advocacy,Ralph Nader
2008,Former Senator,8/28/08,Politician,Evan Bayh
2004,Actress,3/29/04,Acting,Jennifer Beals
2005,Singer,6/1/05,Musician,Bo Bice
2002,Actor,7/24/02,Acting,Steven Weber
2008,Editor,11/19/08,Media,Jon Meacham
2003,Former U.S. Representative,6/10/03,Politician,Newt Gingrich
2010,Former Us Representative,2/4/10,Politician,Anthony Weiner
2012,Actress,4/17/12,Acting,Julia Louis-Dreyfus
2007,Actor,5/1/07,Acting,Tobey Maguire
2011,Actor,1/10/11,Acting,Denis Leary
2014,Rock Band,5/14/14,Musician,Blondie
2014,Television Writer,12/8/14,Media,Norman Lear
2011,Actor,1/25/11,Acting,James Franco
2009,Tennis player,11/10/09,Athletics,Serena Williams
2009,Author,3/10/09,Media,Craig Mullaney
2011,Biographer,6/9/11,Media,Howard Wasdin
2014,Stunt Perfomrer,1/29/14,Acting,Johnny Knoxville
2003,Former United States Secretary of State,6/4/03,Politician,Madeleine Albright
2009,Commentator,7/16/09,Media,Robert Glennon
2010,Film Director,1/5/10,Media,George Lucas
2012,Former Governor Of California,10/1/12,Politician,Arnold Schwarzenegger
2011,Astronaut,11/15/11,Science,Mark Kelly
2003,Correspondent,3/10/03,Media,Les Gelb
2000,Actor,2/15/00,Acting,Dennis Farina
2001,Actor,8/15/01,Acting,Seth Green
2010,Author,3/15/10,Media,Michael Lewis
2004,American Political figure,5/12/04,Politician,Ken Mehlman
2013,White House Sommunications Director,2/11/13,Political Aide,George Stephanopoulos
2004,Author,10/28/04,Media,John Zogby
2013,Writer,6/19/13,Media,Dawn Porter
2000,Actor,12/4/00,Acting,Thomas Gibson
2011,Journalist,7/26/11,Media,Juan Williams
2014,Director of the Consumer Financial Protection Bureau,1/8/14,Government,Richard Cordray
2011,Journalist,1/26/11,Media,Jonathan Alter
2005,Actress,8/9/05,Acting,Kate Hudson
2000,Actress,7/18/00,Acting,Halle Berry
2003,Filmmaker,10/6/03,Media,Michael Moore
1999,Actor,8/4/99,Acting,Denis Leary
2003,Actor,3/5/03,Acting,Adrien Brody
2000,Actor,3/30/00,Acting,Jimmy Smits
2003,Film actress,4/22/03,Acting,Rachel Weisz
2007,Reporter,4/23/07,Media,Matthew Cooper
2012,Astrophysicist,2/27/12,Science,Neil deGrasse Tyson
2013,Actress,12/10/13,Acting,Amy Adams
2010,Singer-Songwriter,9/30/10,Musician,Justin Timberlake
2002,US senator,11/5/02,Politician,John McCain
2005,US assistant attorney,10/19/05,Government,Louis Freeh
2009,Basketball Player,9/14/09,Athletics,LeBron James
2005,Author,8/18/05,Media,"John H. Richardson, Jr."
2014,Film director,7/22/14,Media,Richard Linklater
2001,Television Presenter,11/13/01,Media,Anne Robinson
2005,Actor,6/2/05,Acting,Russell Crowe
2012,Actor,8/13/12,Acting,Robert Pattinson
2009,Author,4/22/09,Media,Philip Alcabes
2003,Model,11/17/03,Media,Heidi Klum
2014,Chief Technology Officer Of United States,5/20/14,Government,Aneesh Chopra
2013,Television Host,2/28/13,Media,Rachel Maddow
2014,Author,3/24/14,Media,Arianna Huffington
2000,Writer,6/19/00,Media,Heather Donahue
2011,Actor,12/7/11,Acting,Ralph Fiennes
2003,Actor,8/6/03,Acting,Robert Duvall
2007,Commentator,10/1/07,Media,Jack Cafferty
2007,Advocate,7/31/07,Advocacy,Lewis Gordon Pugh
2012,Journalist,3/28/12,Media,Ahmed Rashid
2001,Rock band,9/10/01,Musician,They Might Be Giants
2006,Political Scientist,10/4/06,Consultant,Ian Bremmer
2000,Former Us Senator,4/20/00,Politician,Arlen Specter
2006,Author,7/19/06,Media,James Maguire
2005,Actress,3/21/05,Acting,Sandra Bullock
2007,President,9/20/07,Politician,President Bill Clinton
2011,Actor,7/25/11,Acting,Neil Patrick Harris
2006,Israeli Official,4/24/06,Government,Efraim Halevy
2014,Former Cia Director,10/8/14,Government,Leon Panetta
2005,Author,8/25/05,Media,Christopher Hitchens
2007,Basketball Player,2/27/07,Athletics,John Amaechi
2014,Academic,8/27/14,Academic,Hassan Abbas
2008,Television Host,11/5/08,Media,Chris Wallace
2001,Writer,8/13/01,Media,David Rakoff
2009,Actor,4/16/09,Acting,Ben Affleck
1999,Actor,2/18/99,Acting,Mike Judge
2006,Political Expert,7/27/06,Consultant,Alon Ben-Meir
2007,Actress,1/18/07,Acting,Robin Wright Penn
2001,Comedian,1/9/01,Comedy,Richard Lewis
2004,Political Figure,3/9/04,Politician,Ed Gillespie
2002,Author,6/13/02,Media,Joseph Cirincione
2013,Astrophysicist,3/6/13,Science,Neil deGrasse Tyson
2011,Photojournalist,12/5/11,Media,Ben Lowy
2013,Actor,9/18/13,Acting,Hugh Jackman
2012,US senator,5/2/12,Politician,Sen. Tom Coburn
2008,Broadcaster,6/4/08,Media,Barbara Walters
2005,Actor,10/20/05,Acting,"Dwayne The Rock"" Johnson"""
2001,Journalist,4/2/01,Media,Lisa Ling
2010,Actor,2/11/10,Acting,Lee Daniels
2000,Actor,9/11/00,Acting,Joe Mantegna
2012,Singer-songwriter,11/28/12,Musician,Neil Young
2014,Actor,8/4/14,Acting,Elisabeth Moss
2011,Writer,10/25/11,Media,Walter Isaacson
2000,Actor,7/11/00,Acting,J. K. Simmons
2008,Former Governor of Arkansas,9/4/08,Politician,Mike Huckabee
2002,Former Assistant to the President for Communications,10/30/02,Political Aide,Pat Buchanan
2013,Soccer Manager,7/25/13,Athletics,Bob Bradley
2004,Journalist,12/16/04,Media,Katie Couric
2010,EPA administrator,4/26/10,Government,Lisa P. Jackson
2002,Singer-Songwriter,2/7/02,Musician,Barry Manilow
2001,Actor,8/14/01,Acting,John Carpenter
2010,President,9/16/10,Politician,President Bill Clinton
2012,NA,9/7/12,NA,none
2003,Actress,2/4/03,Acting,Kate Hudson
